"RI","Method","K"
1,"MAGMAclust",4
0.867859562221426,"MAGMAclust",4
0.875472695482454,"MAGMAclust",4
0.946346340601435,"MAGMAclust",4
0.960101618734326,"MAGMAclust",4
0.626400363264227,"MAGMAclust",4
0.804330382394338,"MAGMAclust",4
1,"MAGMAclust",4
0.889151215017851,"MAGMAclust",4
0.702753441802253,"MAGMAclust",4
0.950305048513208,"MAGMAclust",4
1,"MAGMAclust",4
0.714499750291327,"MAGMAclust",4
0.952210041743066,"MAGMAclust",4
0.639629129936396,"MAGMAclust",4
0.476225739763646,"MAGMAclust",4
0.791492910758966,"MAGMAclust",4
0.790744317188407,"MAGMAclust",4
0.658367371456031,"MAGMAclust",4
0.657859722486219,"MAGMAclust",4
1,"MAGMAclust",4
0.75619949846754,"MAGMAclust",4
0.631914079625108,"MAGMAclust",4
1,"MAGMAclust",4
1,"MAGMAclust",4
0.75288421821116,"MAGMAclust",4
1,"MAGMAclust",4
0.862590175197527,"MAGMAclust",4
0.63087870569965,"MAGMAclust",4
0.721671196245838,"MAGMAclust",4
1,"MAGMAclust",4
1,"MAGMAclust",4
0.790395254662636,"MAGMAclust",4
0.902592239185751,"MAGMAclust",4
1,"MAGMAclust",4
1,"MAGMAclust",4
0.698324624252545,"MAGMAclust",4
0.827010560929604,"MAGMAclust",4
0.771292717515224,"MAGMAclust",4
0.62416558717251,"MAGMAclust",4
0.737291501191422,"MAGMAclust",4
0.736799699199656,"MAGMAclust",4
1,"MAGMAclust",5
1,"MAGMAclust",5
0.702345159350571,"MAGMAclust",5
0.656424319860388,"MAGMAclust",5
0.57377928346261,"MAGMAclust",5
0.910061567183747,"MAGMAclust",5
0.8598840640713,"MAGMAclust",5
0.671719066556614,"MAGMAclust",5
1,"MAGMAclust",5
0.769397852057439,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.932543751683616,"MAGMAclust",5
0.815585081767038,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.956627875557875,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.962893405628086,"MAGMAclust",5
0.902833161473619,"MAGMAclust",5
0.484593916104512,"MAGMAclust",5
0.852955519044511,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.871125628090355,"MAGMAclust",5
0.688235668384552,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.931665075193028,"MAGMAclust",5
0.821610601427115,"MAGMAclust",5
0.818323384375811,"MAGMAclust",5
0.926182585115999,"MAGMAclust",5
1,"MAGMAclust",5
0.355296262066133,"MAGMAclust",5
0.660546340273891,"MAGMAclust",5
0.479915681308773,"MAGMAclust",5
0.854162532951614,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.955683380363215,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.350096159241745,"MAGMAclust",5
0.418738407120365,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.828311142256482,"MAGMAclust",5
0.956911207775915,"MAGMAclust",5
1,"MAGMAclust",5
0.699594009137065,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.894963558785701,"MAGMAclust",5
0.67062648187529,"MAGMAclust",5
0.655059132720105,"MAGMAclust",5
0.875472695482454,"MAGMAclust",5
0.947118008553623,"MAGMAclust",5
0.917413874469089,"MAGMAclust",5
0.539891076254787,"MAGMAclust",5
0.783742816791662,"MAGMAclust",5
0.91265055571918,"MAGMAclust",5
0.962274029133689,"MAGMAclust",5
0.736298789616337,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.760320876540794,"MAGMAclust",5
0.679606528889716,"MAGMAclust",5
0.593113374667848,"MAGMAclust",5
0.918324918324918,"MAGMAclust",5
1,"MAGMAclust",5
0.959564284535402,"MAGMAclust",5
0.64453217262206,"MAGMAclust",5
0.617119871716472,"MAGMAclust",5
1,"MAGMAclust",5
0.790717539863326,"MAGMAclust",5
0.723491429431319,"MAGMAclust",5
1,"MAGMAclust",5
0.876609641147438,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.230670872048419,"MAGMAclust",5
0.585289338268484,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.941364714892337,"MAGMAclust",5
0.75125460505323,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
1,"MAGMAclust",5
0.782277516821125,"MAGMAclust",5
0.818127830153663,"MAGMAclust",5
0.774205946138853,"MAGMAclust",5
0.809035355739852,"MAGMAclust",5
1,"MAGMAclust",6
1,"MAGMAclust",6
0.846284154719704,"MAGMAclust",6
0.45038314721969,"MAGMAclust",6
1,"MAGMAclust",6
0.875961299925577,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.769397852057439,"MAGMAclust",6
0.730132620540763,"MAGMAclust",6
0.965684159808167,"MAGMAclust",6
0.92581019522599,"MAGMAclust",6
0.815585081767038,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.925784298701715,"MAGMAclust",6
1,"MAGMAclust",6
0.905934802542132,"MAGMAclust",6
0.791221469119132,"MAGMAclust",6
0.720810512984984,"MAGMAclust",6
0.581139301101005,"MAGMAclust",6
1,"MAGMAclust",6
0.837750298009657,"MAGMAclust",6
0.871125628090355,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.841341795104261,"MAGMAclust",6
0.510430820877628,"MAGMAclust",6
1,"MAGMAclust",6
0.837433978289142,"MAGMAclust",6
0.894273507961852,"MAGMAclust",6
0.903154399557277,"MAGMAclust",6
0.398120800923038,"MAGMAclust",6
0.650321713584085,"MAGMAclust",6
0.264041829943759,"MAGMAclust",6
1,"MAGMAclust",6
0.839738348323794,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.945114028406291,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.439919717305725,"MAGMAclust",6
0.770048055263553,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.846571979659828,"MAGMAclust",6
0.936007940239252,"MAGMAclust",6
1,"MAGMAclust",6
0.676331721214488,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.657512969463515,"MAGMAclust",6
0.717936909970067,"MAGMAclust",6
1,"MAGMAclust",6
0.947118008553623,"MAGMAclust",6
0.966055415466794,"MAGMAclust",6
0.529366407763339,"MAGMAclust",6
0.848984497796407,"MAGMAclust",6
1,"MAGMAclust",6
0.923851016178218,"MAGMAclust",6
0.641459813800139,"MAGMAclust",6
0.956426526695422,"MAGMAclust",6
1,"MAGMAclust",6
0.735973304460498,"MAGMAclust",6
0.742268041237113,"MAGMAclust",6
0.639872327915669,"MAGMAclust",6
0.773370903243251,"MAGMAclust",6
0.862677398381275,"MAGMAclust",6
1,"MAGMAclust",6
0.628535577978773,"MAGMAclust",6
0.750847457627119,"MAGMAclust",6
0.798239178283199,"MAGMAclust",6
0.448210242662481,"MAGMAclust",6
1,"MAGMAclust",6
0.656667654289352,"MAGMAclust",6
0.831158687861803,"MAGMAclust",6
1,"MAGMAclust",6
0.818780599485753,"MAGMAclust",6
1,"MAGMAclust",6
0.235914122031259,"MAGMAclust",6
0.94319800215947,"MAGMAclust",6
1,"MAGMAclust",6
0.762421938636981,"MAGMAclust",6
0.709760932001133,"MAGMAclust",6
0.498772504091653,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",6
0.731444308948659,"MAGMAclust",6
0.768139846147606,"MAGMAclust",6
1,"MAGMAclust",6
0.409460371489774,"MAGMAclust",6
0.719338887156413,"MAGMAclust",6
1,"MAGMAclust",6
1,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.730660946507575,"MAGMAclust",7
0.371178891651887,"MAGMAclust",7
0.764468371467026,"MAGMAclust",7
0.853640469306316,"MAGMAclust",7
0.831914120828121,"MAGMAclust",7
0.837750298009657,"MAGMAclust",7
0.944100852709169,"MAGMAclust",7
0.744774955503039,"MAGMAclust",7
1,"MAGMAclust",7
0.758107389686337,"MAGMAclust",7
0.815585081767038,"MAGMAclust",7
0.95199730401185,"MAGMAclust",7
0.874449113457005,"MAGMAclust",7
0.93164920699131,"MAGMAclust",7
0.688344728891716,"MAGMAclust",7
0.639378258679454,"MAGMAclust",7
1,"MAGMAclust",7
0.95151651077191,"MAGMAclust",7
0.902833161473619,"MAGMAclust",7
0.517193812198246,"MAGMAclust",7
0.794821591526031,"MAGMAclust",7
1,"MAGMAclust",7
0.946023353161489,"MAGMAclust",7
0.830261881668283,"MAGMAclust",7
0.868819806602915,"MAGMAclust",7
1,"MAGMAclust",7
0.841341795104261,"MAGMAclust",7
0.509137271568211,"MAGMAclust",7
0.882186616399623,"MAGMAclust",7
0.444473237538709,"MAGMAclust",7
0.98907118450517,"MAGMAclust",7
0.791221469119132,"MAGMAclust",7
0.428035075824928,"MAGMAclust",7
0.657826851349797,"MAGMAclust",7
0.5630042258932,"MAGMAclust",7
1,"MAGMAclust",7
0.839738348323794,"MAGMAclust",7
0.572759165418624,"MAGMAclust",7
1,"MAGMAclust",7
0.934697141334044,"MAGMAclust",7
0.80636574586334,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.504502967865184,"MAGMAclust",7
0.608263092441619,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.828311142256482,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.887907422206226,"MAGMAclust",7
0.762917512946756,"MAGMAclust",7
1,"MAGMAclust",7
0.957612456747405,"MAGMAclust",7
0.653465346534653,"MAGMAclust",7
0.877024868811316,"MAGMAclust",7
1,"MAGMAclust",7
0.9670831653903,"MAGMAclust",7
1,"MAGMAclust",7
0.558459339337035,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.614787949938156,"MAGMAclust",7
0.778326155323125,"MAGMAclust",7
1,"MAGMAclust",7
0.740512831375706,"MAGMAclust",7
0.620743034055728,"MAGMAclust",7
0.547497383488272,"MAGMAclust",7
0.765781227857469,"MAGMAclust",7
0.918694330505887,"MAGMAclust",7
1,"MAGMAclust",7
0.689119801426034,"MAGMAclust",7
0.856871025354276,"MAGMAclust",7
1,"MAGMAclust",7
0.750059509640562,"MAGMAclust",7
0.921515445973796,"MAGMAclust",7
0.727313200267122,"MAGMAclust",7
0.712957900492072,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
1,"MAGMAclust",7
0.784867771647964,"MAGMAclust",7
0.500831946755408,"MAGMAclust",7
0.737617135207497,"MAGMAclust",7
0.607722043047645,"MAGMAclust",7
0.79587755986203,"MAGMAclust",7
0.91382241555183,"MAGMAclust",7
1,"MAGMAclust",7
0.902833161473619,"MAGMAclust",7
1,"MAGMAclust",7
0.669558962370184,"MAGMAclust",7
0.881285105690174,"MAGMAclust",7
0.793266391021855,"MAGMAclust",7
0.808768124215093,"MAGMAclust",7
0.847769355039145,"MAGMAclust",7
1,"MAGMAclust",8
1,"MAGMAclust",8
0.82526210683974,"MAGMAclust",8
0.510450385645206,"MAGMAclust",8
0.714018167952396,"MAGMAclust",8
1,"MAGMAclust",8
0.905643119168889,"MAGMAclust",8
0.778012684989429,"MAGMAclust",8
1,"MAGMAclust",8
0.944100852709169,"MAGMAclust",8
0.623223769197646,"MAGMAclust",8
0.627219943276569,"MAGMAclust",8
0.868504228140692,"MAGMAclust",8
0.942956926658906,"MAGMAclust",8
0.930239179954442,"MAGMAclust",8
0.916559691912709,"MAGMAclust",8
0.747886521229776,"MAGMAclust",8
1,"MAGMAclust",8
0.770187334173076,"MAGMAclust",8
0.955061581562023,"MAGMAclust",8
0.958553722270467,"MAGMAclust",8
0.848282760920307,"MAGMAclust",8
0.646369172890321,"MAGMAclust",8
0.749646385603726,"MAGMAclust",8
0.968229562253385,"MAGMAclust",8
0.806324110671937,"MAGMAclust",8
1,"MAGMAclust",8
0.835021278888111,"MAGMAclust",8
1,"MAGMAclust",8
1,"MAGMAclust",8
0.542486921070263,"MAGMAclust",8
0.986915049295549,"MAGMAclust",8
0.714499750291327,"MAGMAclust",8
0.896932370807882,"MAGMAclust",8
0.879310344827586,"MAGMAclust",8
0.837646201252444,"MAGMAclust",8
0.697854147825372,"MAGMAclust",8
0.416177105380975,"MAGMAclust",8
1,"MAGMAclust",8
0.895666986053444,"MAGMAclust",8
0.641358446374549,"MAGMAclust",8
0.910811794685111,"MAGMAclust",8
0.934502034360776,"MAGMAclust",8
0.841341795104261,"MAGMAclust",8
0.811501728541972,"MAGMAclust",8
1,"MAGMAclust",8
0.461551255093434,"MAGMAclust",8
0.793527726276757,"MAGMAclust",8
0.955570331862419,"MAGMAclust",8
1,"MAGMAclust",8
0.880668257756563,"MAGMAclust",8
0.789461020211742,"MAGMAclust",8
0.779806383688981,"MAGMAclust",8
0.859573102230782,"MAGMAclust",8
0.887907422206226,"MAGMAclust",8
0.632668972272755,"MAGMAclust",8
1,"MAGMAclust",8
0.874191229331416,"MAGMAclust",8
0.809876543209877,"MAGMAclust",8
0.518671512694974,"MAGMAclust",8
1,"MAGMAclust",8
0.947118008553623,"MAGMAclust",8
0.923279263480929,"MAGMAclust",8
0.374638748138366,"MAGMAclust",8
0.710264900662252,"MAGMAclust",8
1,"MAGMAclust",8
0.836235917504223,"MAGMAclust",8
0.637427362148403,"MAGMAclust",8
1,"MAGMAclust",8
1,"MAGMAclust",8
0.667830390129817,"MAGMAclust",8
0.75051979975277,"MAGMAclust",8
0.552019515385145,"MAGMAclust",8
0.638856132075472,"MAGMAclust",8
0.717711581890526,"MAGMAclust",8
0.670339387042704,"MAGMAclust",8
0.612388949738347,"MAGMAclust",8
0.855413357613772,"MAGMAclust",8
1,"MAGMAclust",8
0.938175473507379,"MAGMAclust",8
1,"MAGMAclust",8
1,"MAGMAclust",8
0.90410458471414,"MAGMAclust",8
0.861166203887346,"MAGMAclust",8
0.642126789366053,"MAGMAclust",8
0.825969597954255,"MAGMAclust",8
0.18363740361215,"MAGMAclust",8
0.711251374993452,"MAGMAclust",8
0.892336815062705,"MAGMAclust",8
1,"MAGMAclust",8
1,"MAGMAclust",8
0.950080944813049,"MAGMAclust",8
0.934369140101795,"MAGMAclust",8
0.913449248180668,"MAGMAclust",8
0.876609641147438,"MAGMAclust",8
0.762872628726287,"MAGMAclust",8
0.873435326842837,"MAGMAclust",8
0.510313399424368,"MAGMAclust",8
0.808092992652703,"MAGMAclust",8
1,"MAGMAclust",8
1,"MAGMAclust",9
0.898270600203459,"MAGMAclust",9
0.649558703552622,"MAGMAclust",9
0.741561181434599,"MAGMAclust",9
0.426919290000054,"MAGMAclust",9
0.912378239891798,"MAGMAclust",9
1,"MAGMAclust",9
0.836235917504223,"MAGMAclust",9
1,"MAGMAclust",9
0.738208811990178,"MAGMAclust",9
0.615920571329037,"MAGMAclust",9
1,"MAGMAclust",9
0.868504228140692,"MAGMAclust",9
0.337329424493072,"MAGMAclust",9
1,"MAGMAclust",9
1,"MAGMAclust",9
